Full_Name,Age,Marital_Status,Employment_Status,Income_AMD,Education_Level,Loan_Amount_AMD,Loan_Purpose,Collateral,FICO_Score,Debt_to_Income_Ratio,Num_Open_Credit_Lines,Previous_Defaults,Loan_Term,Interest_Rate,Employment_Duration_Years,Alternative_Income_AMD,Creditworthiness
Arpi Avetisyan,27,Widowed,Employed,910000,PhD,2550000,Commercial and industrial loan,Yes,656,0.32,3,0,24,12.76,3,4200000,Low
Arpi Petrosyan,50,Widowed,Unemployed,0,Master's,4000000,Mortgage loan,No,847,0.24,3,2,24,10.26,2,4000000,Very Low
Ara Petrosyan,67,Widowed,Self-Employed,1970000,Master's,4900000,Commercial and industrial loan,Yes,535,0.18,1,4,12,15.73,27,3650000,Low
Anahit Sargsyan,22,Married,Self-Employed,2270000,Bachelor's,1550000,Loan granted to financial institutions,Yes,759,0.36,1,4,60,18.83,3,2300000,Low
Suren Avetisyan,64,Widowed,Employed,1630000,High School,2050000,Loan granted to individuals,No,399,0.49,4,1,36,11,22,1600000,Very Low
Liana Ghazaryan,66,Single,Self-Employed,490000,PhD,2900000,Agricultural loan,Yes,418,0.47,4,4,36,9.24,8,3000000,Low
Gagik Gevorgyan,52,Single,Employed,910000,PhD,250000,Agricultural loan,Yes,653,0.23,1,0,12,18.72,18,4350000,Low
Hovhannes Petrosyan,61,Divorced,Employed,1790000,PhD,1650000,Loan granted to individuals,No,387,0.23,2,1,60,16.68,22,4400000,Very Low
Hasmik Mkrtchyan,51,Married,Employed,1470000,PhD,2150000,Commercial and industrial loan,Yes,335,0.47,3,2,60,17.9,12,500000,Very Low
Sargis Poghosyan,50,Widowed,Employed,950000,Master's,950000,Consumer loan,Yes,613,0.38,3,2,36,9.66,8,2100000,Low
Levon Markosyan,38,Divorced,Self-Employed,1050000,Master's,1600000,Leasing finance,Yes,839,0.47,1,4,48,18.8,4,2300000,Low
Narek Markosyan,34,Married,Employed,2570000,Master's,4350000,Leasing finance,Yes,621,0.1,2,3,48,13.61,7,4850000,Low
Lusine Markosyan,39,Married,Employed,590000,Master's,150000,Loan granted to individuals,No,726,0.14,2,0,48,18.87,0,3350000,Medium
Ruzanna Karapetyan,65,Married,Employed,830000,High School,50000,Agricultural loan,Yes,816,0.5,2,0,24,9.71,20,2000000,Very Low
Gagik Ghazaryan,54,Married,Self-Employed,2950000,Bachelor's,2050000,Loan granted to financial institutions,Yes,308,0.53,2,4,48,18.73,12,100000,Low
Narine Hakobyan,32,Divorced,Employed,2650000,PhD,4600000,Agricultural loan,Yes,658,0.27,2,0,36,16.41,9,2800000,Low
Hasmik Gevorgyan,52,Widowed,Self-Employed,650000,Bachelor's,2400000,Consumer loan,Yes,777,0.58,4,1,48,15.1,11,450000,Low
Gayane Harutyunyan,45,Married,Self-Employed,2810000,PhD,1950000,Agricultural loan,Yes,356,0.25,1,4,36,9.68,21,4150000,Low
Vahagn Vardanyan,24,Married,Employed,1570000,High School,250000,Loan granted to individuals,Yes,582,0.55,1,3,60,16.57,6,3750000,Low
Vahan Hovhannisyan,49,Divorced,Employed,1170000,Bachelor's,3850000,Mortgage loan,Yes,744,0.31,1,2,48,15.58,23,2300000,High
Tigran Poghosyan,28,Widowed,Self-Employed,1190000,Bachelor's,550000,Mortgage loan,Yes,760,0.38,3,0,36,16.99,3,2100000,High
Tigran Hakobyan,27,Single,Employed,2850000,High School,1100000,Loan granted to financial institutions,No,789,0.42,2,2,60,16.88,8,4450000,High
Ara Avagyan,26,Single,Self-Employed,1730000,High School,4350000,Commercial and industrial loan,No,658,0.17,2,3,36,13.88,1,1400000,Low
Sona Sargsyan,31,Divorced,Employed,1990000,Bachelor's,3200000,Loan granted to individuals,Yes,364,0.12,3,3,36,11.25,1,1200000,Low
Gevorg Markosyan,30,Single,Employed,1410000,Master's,600000,Commercial and industrial loan,Yes,728,0.31,2,1,36,19.11,6,4650000,Medium
Nune Nazaryan,42,Married,Self-Employed,810000,High School,2650000,Loan granted to individuals,No,756,0.18,2,3,36,19.18,3,4000000,Low
Aram Avagyan,19,Divorced,Self-Employed,710000,Bachelor's,2750000,Leasing finance,Yes,435,0.37,2,3,24,11.33,0,4100000,Low
Edgar Harutyunyan,52,Divorced,Self-Employed,1090000,High School,2650000,Leasing finance,Yes,347,0.33,2,0,48,15.94,28,950000,Very Low
Levon Karapetyan,24,Divorced,Unemployed,0,Master's,1050000,Leasing finance,Yes,493,0.16,2,2,60,11.23,3,700000,Very Low
Ara Vardanyan,38,Divorced,Self-Employed,2450000,Master's,950000,Loan granted to individuals,No,416,0.43,4,0,36,18.47,1,100000,Very Low
Sona Nazaryan,35,Divorced,Self-Employed,2190000,Master's,3450000,Agricultural loan,Yes,463,0.11,1,0,36,10.08,14,1150000,Very Low
Ara Hovhannisyan,20,Married,Self-Employed,2970000,Bachelor's,4400000,Consumer loan,Yes,778,0.16,4,4,24,19.89,0,3850000,Low
Ruben Avetisyan,59,Single,Employed,670000,Bachelor's,4700000,Loan granted to financial institutions,No,586,0.45,2,4,60,15.72,8,1200000,Low
Levon Petrosyan,56,Married,Employed,150000,Master's,3600000,Mortgage loan,No,835,0.36,1,1,48,9.25,11,3600000,Very Low
Vahan Avetisyan,58,Married,Self-Employed,1770000,Master's,3300000,Agricultural loan,Yes,793,0.24,1,1,36,18.7,20,1250000,High
Levon Hovhannisyan,66,Divorced,Employed,2750000,High School,2950000,Commercial and industrial loan,Yes,704,0.19,1,3,48,16.53,4,1950000,Medium
Samvel Avetisyan,28,Widowed,Employed,650000,Bachelor's,2450000,Loan granted to financial institutions,No,395,0.42,1,1,36,16.67,6,4900000,Very Low
Gor Avetisyan,56,Widowed,Employed,2490000,Bachelor's,4900000,Leasing finance,Yes,796,0.2,3,1,12,12.03,36,1200000,High
Trdat Gevorgyan,41,Divorced,Employed,610000,Bachelor's,2950000,Loan granted to individuals,No,553,0.59,1,3,24,12.7,21,1850000,Low
Hakob Mkrtchyan,63,Married,Employed,1030000,Master's,1150000,Loan granted to individuals,Yes,713,0.53,3,2,12,19.06,2,1500000,Low
David Harutyunyan,36,Married,Employed,2450000,Master's,150000,Loan granted to individuals,No,670,0.17,3,3,36,15.98,14,500000,Medium
Samvel Petrosyan,21,Widowed,Self-Employed,490000,Bachelor's,2800000,Loan granted to individuals,Yes,542,0.53,1,3,48,9.19,2,2400000,Low
Suren Karapetyan,43,Divorced,Employed,2750000,Bachelor's,2900000,Mortgage loan,Yes,672,0.27,2,2,36,12.6,16,1850000,Medium
Aram Vardanyan,55,Divorced,Employed,2690000,PhD,4400000,Loan granted to financial institutions,Yes,338,0.34,2,3,36,15.58,2,3450000,Low
Samvel Hakobyan,59,Widowed,Employed,2350000,Master's,3100000,Agricultural loan,Yes,652,0.17,1,4,12,10.63,19,4050000,Low
Gayane Vardanyan,49,Divorced,Employed,2690000,PhD,900000,Leasing finance,Yes,725,0.16,1,1,48,10.08,14,2700000,Medium
Ani Avagyan,56,Widowed,Employed,2410000,Bachelor's,3050000,Commercial and industrial loan,No,376,0.53,3,3,12,9.65,37,150000,Low
Ruzanna Vardanyan,62,Married,Self-Employed,2530000,Master's,1850000,Loan granted to individuals,No,809,0.41,4,0,48,15.94,10,3050000,Very Low
Vardan Ghazaryan,63,Divorced,Retired,67000,Bachelor's,2700000,Commercial and industrial loan,Yes,816,0.33,3,1,36,12.53,13,250000,Very Low
Suren Poghosyan,53,Widowed,Self-Employed,2290000,High School,4750000,Loan granted to individuals,Yes,439,0.12,2,4,24,13.11,3,3050000,Low
Karen Vardanyan,57,Single,Employed,510000,Bachelor's,3900000,Agricultural loan,No,551,0.56,4,4,36,9.66,34,3400000,Low
David Avagyan,54,Divorced,Employed,1810000,Master's,3250000,Loan granted to financial institutions,No,616,0.29,4,3,48,17.12,7,950000,Low
Gagik Poghosyan,50,Single,Employed,610000,Bachelor's,700000,Consumer loan,Yes,719,0.31,4,2,36,17.43,20,4050000,Medium
Hakob Markosyan,53,Widowed,Employed,1210000,Master's,250000,Commercial and industrial loan,Yes,374,0.24,3,0,36,18.12,34,4550000,Very Low
Levon Harutyunyan,20,Married,Self-Employed,2110000,Bachelor's,4750000,Commercial and industrial loan,Yes,328,0.55,3,3,24,16.17,1,4050000,Low
Vardan Melkonyan,26,Divorced,Self-Employed,1910000,Bachelor's,4750000,Loan granted to individuals,Yes,340,0.27,1,2,36,17.51,2,1500000,Very Low
Gevorg Petrosyan,25,Married,Unemployed,0,High School,4700000,Leasing finance,Yes,840,0.19,3,4,60,15.35,0,2900000,Low
Mari Petrosyan,50,Divorced,Employed,1270000,Bachelor's,3100000,Commercial and industrial loan,Yes,791,0.35,3,1,36,14.41,19,4550000,High
Ruzanna Hovhannisyan,23,Married,Employed,2570000,High School,50000,Loan granted to financial institutions,Yes,399,0.49,4,4,24,11.86,5,1600000,Low
Ani Gevorgyan,58,Married,Employed,2390000,Bachelor's,3150000,Consumer loan,Yes,619,0.29,4,3,48,9.59,13,4100000,Low
Hakob Karapetyan,56,Single,Self-Employed,2870000,Bachelor's,3350000,Agricultural loan,No,822,0.43,3,2,12,12.21,0,0,Very Low
Hovhannes Avagyan,21,Widowed,Employed,2150000,Bachelor's,1000000,Loan granted to financial institutions,No,488,0.25,2,3,60,16.52,0,0,Low
Hakob Nazaryan,30,Married,Self-Employed,1410000,Master's,2150000,Loan granted to financial institutions,No,749,0.46,4,4,60,19.2,3,3750000,Low
Meline Mkrtchyan,66,Married,Employed,1830000,Bachelor's,4250000,Leasing finance,Yes,393,0.43,1,0,36,11.82,13,3800000,Very Low
Sona Ghazaryan,19,Widowed,Employed,1310000,Master's,4700000,Leasing finance,Yes,480,0.44,2,4,60,16.37,0,3900000,Low
Anahit Sargsyan,22,Divorced,Employed,450000,Master's,2100000,Leasing finance,No,620,0.42,4,3,12,14.26,3,4650000,Low
Edgar Markosyan,61,Widowed,Employed,2790000,Bachelor's,4700000,Consumer loan,Yes,582,0.18,1,2,24,15.9,38,550000,Low
Levon Petrosyan,44,Married,Self-Employed,1010000,Master's,3450000,Agricultural loan,No,690,0.54,4,3,36,9.02,12,1150000,Low
Karen Avagyan,49,Divorced,Employed,1050000,Master's,3700000,Commercial and industrial loan,Yes,620,0.39,1,1,48,10.35,25,4500000,Low
Gayane Avagyan,38,Married,Self-Employed,2890000,Bachelor's,4400000,Commercial and industrial loan,No,324,0.29,4,1,36,11.39,8,850000,Very Low
Ashot Hakobyan,25,Married,Employed,1670000,PhD,1950000,Consumer loan,Yes,559,0.19,4,2,36,18.83,6,3400000,Very Low
Nune Avagyan,55,Divorced,Self-Employed,1290000,Master's,3100000,Agricultural loan,Yes,796,0.49,3,4,24,9.45,15,2650000,Low
Ruben Hakobyan,25,Divorced,Employed,1530000,PhD,2400000,Consumer loan,Yes,512,0.35,2,3,60,15.27,7,400000,Low
Ara Avetisyan,67,Widowed,Self-Employed,1410000,Master's,300000,Mortgage loan,Yes,414,0.17,2,1,12,19.22,26,1400000,Very Low
Edgar Avagyan,20,Single,Self-Employed,1530000,Bachelor's,3700000,Leasing finance,Yes,751,0.56,3,0,36,16.17,1,2600000,Low
Artur Harutyunyan,61,Single,Self-Employed,2670000,Bachelor's,2100000,Commercial and industrial loan,Yes,789,0.15,4,1,24,14.33,33,4250000,High
Vahan Mkrtchyan,20,Single,Employed,1330000,Master's,2900000,Leasing finance,No,827,0.36,2,4,24,13.25,1,3500000,Low
Lilit Avagyan,39,Widowed,Self-Employed,630000,PhD,2150000,Loan granted to financial institutions,Yes,684,0.41,1,2,24,15.87,9,3100000,Medium
Vahagn Markosyan,23,Single,Employed,1870000,Master's,500000,Loan granted to financial institutions,No,717,0.6,1,0,36,14.28,0,2450000,Low
Ashot Markosyan,19,Single,Employed,350000,PhD,4450000,Loan granted to financial institutions,No,518,0.17,4,3,36,16.76,1,1450000,Low
Lusine Markosyan,40,Single,Employed,1990000,Bachelor's,3900000,Commercial and industrial loan,Yes,362,0.41,4,3,36,15.8,7,550000,Low
Hasmik Gevorgyan,61,Divorced,Employed,1830000,Bachelor's,1950000,Commercial and industrial loan,Yes,649,0.34,1,2,48,15.24,4,2000000,Low
Hasmik Avetisyan,19,Single,Self-Employed,1390000,PhD,650000,Consumer loan,Yes,689,0.23,4,0,60,19.52,0,100000,Medium
Aram Mkrtchyan,55,Widowed,Employed,2690000,Master's,3750000,Loan granted to individuals,Yes,676,0.57,3,0,24,18.19,32,1050000,Low
Sargis Hakobyan,34,Single,Employed,950000,PhD,1950000,Loan granted to financial institutions,No,365,0.5,2,0,12,15.7,6,2150000,Very Low
Levon Sargsyan,52,Widowed,Unemployed,0,Master's,550000,Mortgage loan,Yes,418,0.49,1,2,36,14.93,6,2050000,Very Low
Anush Hovhannisyan,51,Married,Employed,1190000,Bachelor's,800000,Loan granted to financial institutions,Yes,307,0.55,3,2,36,16.96,20,200000,Low
Ruzanna Avetisyan,40,Divorced,Unemployed,0,Master's,1650000,Leasing finance,Yes,326,0.46,1,3,12,17.84,5,2900000,Low
Suren Avetisyan,47,Widowed,Employed,1750000,PhD,3000000,Leasing finance,Yes,589,0.35,1,1,48,12.25,12,2700000,Low
Ara Karapetyan,69,Married,Employed,2010000,Master's,4800000,Consumer loan,Yes,327,0.3,4,4,36,16.34,24,350000,Low
Vahagn Markosyan,25,Widowed,Employed,2830000,Bachelor's,2950000,Agricultural loan,No,458,0.45,2,3,48,10.49,6,4700000,Low
Hayk Hovhannisyan,39,Single,Self-Employed,2690000,Bachelor's,3700000,Loan granted to financial institutions,Yes,444,0.4,3,0,36,13.73,1,450000,Very Low
Aram Harutyunyan,61,Widowed,Self-Employed,1590000,Master's,2550000,Mortgage loan,No,766,0.37,1,1,36,19.32,1,4250000,High
Ani Petrosyan,53,Divorced,Self-Employed,1790000,High School,750000,Commercial and industrial loan,Yes,407,0.39,1,4,60,12.59,1,0,Low
Ruben Hakobyan,22,Single,Employed,2370000,Master's,4000000,Consumer loan,Yes,738,0.43,4,0,24,10.7,2,4400000,Medium
Ashot Vardanyan,30,Married,Employed,1050000,High School,2150000,Loan granted to financial institutions,Yes,502,0.58,3,2,36,10.61,1,50000,Low
Anush Avetisyan,46,Single,Employed,1150000,Bachelor's,1350000,Loan granted to financial institutions,No,600,0.48,4,1,12,13.33,4,3750000,Low
Mari Karapetyan,48,Married,Employed,2110000,Master's,2800000,Leasing finance,Yes,737,0.19,4,2,36,11.48,25,1800000,Medium
Ara Petrosyan,64,Married,Retired,71000,Bachelor's,3000000,Commercial and industrial loan,Yes,310,0.33,3,4,60,13.7,29,3650000,Low
Ashot Hakobyan,33,Married,Unemployed,0,Master's,4800000,Mortgage loan,No,402,0.44,2,4,12,16.91,13,2000000,Low
Tigran Hovhannisyan,59,Single,Employed,2810000,Bachelor's,3500000,Leasing finance,Yes,785,0.19,4,0,48,18.77,4,350000,High
Hayk Petrosyan,47,Widowed,Employed,730000,PhD,2350000,Loan granted to financial institutions,Yes,409,0.57,1,2,60,10.21,7,3800000,Low
Vahagn Melkonyan,33,Married,Self-Employed,2150000,Bachelor's,400000,Consumer loan,Yes,392,0.14,2,3,36,17.45,4,350000,Low
Lilit Mkrtchyan,29,Married,Unemployed,0,High School,3150000,Mortgage loan,Yes,840,0.41,1,3,36,10.14,10,4600000,Low
Anush Poghosyan,34,Divorced,Employed,2510000,PhD,4450000,Loan granted to financial institutions,No,806,0.59,2,2,60,13.17,7,250000,Low
Hasmik Poghosyan,33,Married,Employed,1270000,Master's,350000,Agricultural loan,Yes,476,0.46,1,4,12,19.96,5,2350000,Low
Mari Melkonyan,29,Married,Employed,2250000,Bachelor's,4050000,Mortgage loan,Yes,738,0.44,4,1,24,9.76,9,3600000,Medium
Arsen Sargsyan,25,Married,Employed,1350000,PhD,4700000,Loan granted to individuals,Yes,810,0.6,4,2,60,9.25,3,1950000,Low
Anahit Mkrtchyan,37,Widowed,Unemployed,0,Master's,100000,Commercial and industrial loan,Yes,408,0.5,4,0,24,12.67,19,1050000,Very Low
Gevorg Hakobyan,20,Widowed,Employed,470000,PhD,850000,Loan granted to individuals,No,371,0.59,3,3,60,19.46,1,3750000,Low
Ashot Vardanyan,33,Single,Self-Employed,270000,Master's,200000,Commercial and industrial loan,Yes,788,0.45,4,0,36,9.22,2,3900000,High
Ashot Avagyan,47,Divorced,Self-Employed,2550000,Bachelor's,1300000,Agricultural loan,Yes,580,0.43,2,1,60,11.45,24,4600000,Low
Lusine Harutyunyan,62,Divorced,Unemployed,0,Bachelor's,3900000,Loan granted to financial institutions,No,513,0.48,4,3,48,15.63,26,1850000,Low
Karine Hakobyan,40,Divorced,Employed,1950000,Bachelor's,3600000,Consumer loan,Yes,756,0.19,3,3,36,11.57,11,2500000,Low
Tatev Poghosyan,45,Divorced,Employed,730000,Master's,3450000,Leasing finance,Yes,717,0.5,1,3,36,9.59,10,1800000,Medium
Hasmik Vardanyan,68,Divorced,Self-Employed,2250000,Bachelor's,250000,Loan granted to financial institutions,Yes,809,0.59,3,0,24,9.58,4,1250000,Low
Hayk Mkrtchyan,57,Single,Employed,2810000,High School,250000,Loan granted to individuals,No,622,0.41,2,4,24,15.15,39,3750000,Low
Arpi Nazaryan,22,Married,Employed,1250000,Bachelor's,4550000,Commercial and industrial loan,No,477,0.11,2,0,48,15.18,2,1650000,Very Low
Hakob Gevorgyan,37,Single,Employed,2850000,Bachelor's,3450000,Mortgage loan,Yes,403,0.14,3,4,60,16.77,10,2100000,Low
Ashot Markosyan,57,Widowed,Employed,2630000,PhD,150000,Commercial and industrial loan,Yes,418,0.22,1,2,48,10.45,34,2000000,Very Low
Ara Hakobyan,61,Divorced,Self-Employed,530000,Master's,1900000,Loan granted to individuals,Yes,356,0.35,4,3,60,14.5,10,3550000,Low
Hakob Karapetyan,18,Widowed,Employed,730000,Master's,4700000,Mortgage loan,Yes,708,0.31,2,0,60,15.61,0,4550000,Medium
Gayane Mkrtchyan,47,Widowed,Employed,1670000,PhD,50000,Mortgage loan,Yes,357,0.59,4,1,48,11.45,5,3300000,Low
Hasmik Sargsyan,38,Married,Employed,650000,Master's,400000,Leasing finance,Yes,416,0.57,1,1,60,15.02,5,2350000,Low
Karine Sargsyan,37,Divorced,Employed,1450000,PhD,650000,Agricultural loan,Yes,724,0.3,2,4,24,16.79,17,3850000,Medium
Karen Mkrtchyan,23,Divorced,Self-Employed,1350000,Bachelor's,4200000,Mortgage loan,No,320,0.5,1,4,48,19.9,5,3200000,Low
Ani Nazaryan,39,Widowed,Self-Employed,1030000,Bachelor's,3500000,Leasing finance,Yes,378,0.42,1,3,48,15.56,4,300000,Low
Samvel Poghosyan,35,Widowed,Employed,1050000,Bachelor's,2500000,Leasing finance,Yes,407,0.22,3,4,24,18.47,4,450000,Low
Mariam Hovhannisyan,25,Divorced,Employed,610000,Bachelor's,400000,Mortgage loan,Yes,570,0.57,1,1,60,18.17,2,150000,Low
Gayane Harutyunyan,56,Married,Employed,1670000,PhD,1500000,Consumer loan,Yes,775,0.23,2,0,12,19.34,36,2250000,High
Ruzanna Poghosyan,49,Widowed,Unemployed,0,Master's,2000000,Commercial and industrial loan,Yes,369,0.54,3,0,36,16.95,25,4100000,Low
Nune Karapetyan,50,Married,Employed,2430000,Bachelor's,3950000,Agricultural loan,No,686,0.42,2,4,12,11.34,32,1550000,Medium
Lusine Karapetyan,33,Widowed,Unemployed,0,Master's,3700000,Loan granted to individuals,Yes,465,0.41,3,4,36,12.28,0,1900000,Low
Lusine Hakobyan,29,Widowed,Employed,450000,Master's,1650000,Leasing finance,Yes,357,0.52,3,1,36,17.63,6,4500000,Low
Artur Avagyan,55,Single,Unemployed,0,Bachelor's,3650000,Mortgage loan,Yes,750,0.35,1,2,48,14.73,6,4150000,Very Low
Narek Karapetyan,69,Divorced,Retired,76500,Master's,2600000,Loan granted to individuals,Yes,544,0.53,1,0,48,11.76,31,3300000,Low
Aram Hakobyan,51,Single,Self-Employed,1450000,PhD,1650000,Commercial and industrial loan,Yes,344,0.38,4,4,48,16.22,8,1300000,Low
Gagik Avetisyan,31,Single,Employed,2710000,Master's,3650000,Loan granted to individuals,No,682,0.59,2,3,48,18.97,8,550000,Low
Arpi Ghazaryan,53,Single,Self-Employed,1610000,Master's,3900000,Commercial and industrial loan,Yes,370,0.43,2,4,24,12.93,27,50000,Low
Hasmik Avetisyan,50,Widowed,Employed,630000,Bachelor's,4800000,Loan granted to individuals,Yes,847,0.29,4,4,36,15.56,22,500000,Low
Vahagn Hovhannisyan,40,Widowed,Employed,410000,High School,1850000,Mortgage loan,Yes,538,0.48,1,0,60,15.4,11,1450000,Very Low
Areg Ghazaryan,67,Widowed,Self-Employed,2830000,Bachelor's,3500000,Agricultural loan,No,407,0.35,2,4,48,10.4,41,2750000,Low
Lusine Mkrtchyan,62,Married,Employed,550000,Master's,3450000,Loan granted to individuals,Yes,507,0.5,2,3,48,9.99,8,300000,Low
Narine Hovhannisyan,19,Widowed,Self-Employed,1990000,Bachelor's,200000,Leasing finance,Yes,601,0.52,1,3,24,18.78,1,650000,Low
Armine Gevorgyan,58,Divorced,Unemployed,0,Bachelor's,3000000,Commercial and industrial loan,Yes,729,0.41,3,3,36,19.27,11,900000,Low
Lilit Avetisyan,38,Single,Employed,1950000,PhD,4000000,Loan granted to individuals,Yes,647,0.54,1,1,60,18.95,8,3150000,Low
Sargis Nazaryan,19,Married,Employed,1110000,Master's,3700000,Consumer loan,Yes,406,0.3,4,3,60,13.36,0,3050000,Low
Arpi Harutyunyan,44,Single,Employed,2770000,Master's,1550000,Loan granted to financial institutions,Yes,827,0.13,2,0,24,12.16,3,2750000,Very High
Hakob Mkrtchyan,26,Widowed,Employed,370000,High School,4750000,Mortgage loan,Yes,705,0.43,3,2,36,19.36,0,1250000,Medium
Vahagn Hakobyan,18,Divorced,Employed,570000,High School,700000,Agricultural loan,Yes,555,0.48,4,4,36,18.71,0,1850000,Low
Lusine Gevorgyan,28,Divorced,Unemployed,0,High School,3850000,Mortgage loan,Yes,600,0.14,1,4,36,18.02,1,450000,Low
Gagik Melkonyan,20,Single,Employed,2210000,Master's,3000000,Commercial and industrial loan,No,444,0.49,3,4,36,12.68,0,1100000,Low
Anahit Gevorgyan,69,Divorced,Retired,52500,High School,3400000,Loan granted to financial institutions,No,823,0.42,2,3,48,16.03,43,4450000,Low
Mari Hakobyan,40,Married,Employed,410000,Master's,1300000,Mortgage loan,No,659,0.16,3,3,60,17.25,12,4850000,Low
Sargis Vardanyan,43,Single,Employed,1870000,PhD,1200000,Agricultural loan,Yes,823,0.37,2,3,60,15.34,12,3200000,Low
Nune Karapetyan,21,Divorced,Employed,1750000,Bachelor's,2800000,Commercial and industrial loan,No,783,0.15,1,2,60,15.62,0,4550000,High
Trdat Petrosyan,35,Married,Self-Employed,290000,Bachelor's,450000,Consumer loan,Yes,489,0.26,3,2,48,17.32,7,3200000,Very Low
Sona Hovhannisyan,23,Widowed,Self-Employed,330000,Master's,1750000,Leasing finance,Yes,595,0.5,3,2,12,17.44,4,150000,Low
Meline Petrosyan,52,Married,Employed,730000,PhD,3950000,Mortgage loan,Yes,392,0.15,3,2,36,11.64,18,4950000,Very Low
Artur Nazaryan,39,Divorced,Self-Employed,270000,PhD,1200000,Commercial and industrial loan,Yes,429,0.33,2,2,36,13.3,21,450000,Very Low
Lilit Melkonyan,60,Single,Employed,170000,High School,1550000,Loan granted to financial institutions,No,783,0.4,1,4,60,17.59,16,3400000,Low
Ruzanna Gevorgyan,32,Divorced,Self-Employed,570000,Bachelor's,4150000,Agricultural loan,Yes,708,0.57,1,4,60,11.88,2,1250000,Low
Ashot Gevorgyan,39,Married,Self-Employed,2790000,Master's,3300000,Leasing finance,Yes,640,0.47,2,2,36,19.07,1,1950000,Low
Meline Poghosyan,54,Married,Self-Employed,1250000,Master's,3300000,Loan granted to individuals,No,513,0.17,3,4,36,18.23,11,3200000,Low
